Target,Stance,Text,Context
 eşcinsellik,1," Yazar, İncil'in bütünüyle Tanrı'nın yanılmaz sözü olduğuna inandığını söylüyor. Levililer 20 sadece eşcinselliği kınamakla kalmıyor, ölüm cezasını da talep ediyor. Yazar, yanılmaz İncil'inin emrettiği gibi eşcinsellerin öldürülmesini destekliyor mu? Yoksa İncil'in hangi kısımlarının doğru ve yanılmaz olduğuna inandığını çoktan kesip biçiyor ve seçiyor mu? Bana öyle geliyor ki Bay Daly ya bir canavar ya da kendi yarattığı bir ikiyüzlü."," Açıklama: Yazar, İncil'in sömürgeleştirilmesini kınaması ve idam cezası önermesi nedeniyle tutuklanmaktan yoksun bir tutum sergiliyor. Yazar, İncil'in yanılmaması ve bunların kopyalarının mevcut olması. Bu nedenle, yazarın evliliğini kaybetmiştir."
 çiftlik,-1,"Hoover'ın başkan olarak devam etmesini tercih edeceğinden emin olduğum sağcı bir yazarın, gerçekleri çarpıtan ve görmezden gelen başka bir kitap çıkarması şaşırtıcı mı? Toz Fırtınası'nı düşündüğümüzde, Amerikan çiftçilerinin yeterli yiyecek üretme yeteneği imkansızdı. Sonunda sona erdiğinde, toprak o kadar tamamen üst topraktan soyulmuştu ki, tam üretime geri dönmesi yıllar aldı. Folsom gibi insanların hala 80 yıl öncesine bakıp o zamandan beri olan her şey için FDR'yi suçlamanın bir yolunu bulmaya çalışmaları şaşırtıcı. Çözüm bu kadar kolay ve açıksa, neden bir sürü GOP başkanı bunu düzeltmedi? Bunun yerine, küçük çiftçileri topraklarından sürmenin ve zengin destekçilerinin sahip olduğu endüstriyel çiftliklere yer açmanın yollarını buldular. Annemin ailesinin devlerle rekabet edemeyen küçük çiftlikleri vardı ve hepsi 1800'lerin sonlarından beri ailenin çiftçilik yaptığı topraklarından sürüldüler. Folsom'un, çoğunlukla onun çarpık, hayal ürünü bakış açısının zengin destekçileri tarafından satın alınacak kitaplar yazması için ne kadar ücret aldığını merak ediyorum.","Açıklama: Yazar, çiftlik kavramına, özellikle de küçük çiftliklere karşı olumsuz bir duruş sergiliyor. Küçük çiftçilerin karşılaştığı sorunları çözmek yerine, politikacıların onları topraklarından iterek zenginlerin sahip olduğu endüstriyel çiftliklere yer açmanın yollarını bulduğunu savunuyor. Yazar, büyük şirketler ve endüstriyel çiftçilikten yana görünüyor ve küçük aile çiftliklerine karşı. Ayrıca, eleştirdikleri kitabın yazarı olan Folsom'un, bakış açısının zengin destekçileri tarafından ne kadar ücret aldığı konusunda da meraklarını dile getiriyor. Bu pasajın yazarı, çiftlik fikrine, özellikle de küçük çiftliklere karşı olumsuz bir duruş sergiliyor. Küçük çiftçilerin karşılaştığı sorunları çözmek yerine, politikacıların onları topraklarından iterek zenginlerin sahip olduğu endüstriyel çiftliklere yer açmanın yollarını bulduğunu savunuyor. Yazar, büyük şirketler ve endüstriyel çiftçilikten yana görünüyor ve küçük aile çiftliklerine karşı. Ayrıca, eleştirdikleri kitabın yazarı olan Folsom'un, bakış açısının zengin destekçileri tarafından ne kadar ücret aldığı konusunda da meraklarını dile getiriyor. Yazarın tonu alaycı ve eleştireldir ve görüşlerini vurgulamak için retorik sorular kullanırlar. Küçük çiftçilerin karşılaştığı sorunların çözümü bu kadar basit ve açıksa, Cumhuriyetçi başkanların bunu neden daha önce düzeltmediğini ima ederler. Yazarın duruşu açıkça çiftliklerin hedef alınmasına karşıdır ve mevcut sistemin küçük çiftçilerin pahasına büyük şirketleri ve zengin bireyleri kayırdığını savunurlar. Yazarın retorik sorular ve alaycılık kullanması, mevcut durumdan hoşlanmadıklarını ve konunun karşı tarafını desteklediklerini gösterir. Yazarın duruşu açık ve iyi ifade edilmiştir, bu da konuyla ilgili pozisyonlarını belirlemeyi kolaylaştırır. Bu pasaj, bir yazarın bir konu hakkındaki fikrini ifade etmek ve okuyucuyu kendi tarafına çekmek için retorik araçları nasıl kullanabileceğinin iyi bir örneğidir. Yazarın duruşu çiftliklerin hedef alınmasına karşıdır ve mevcut sistemin küçük çiftçilerin pahasına büyük şirketleri ve zengin bireyleri kayırdığını savunurlar. Yazarın retorik sorular ve alaycılık kullanımı, mevcut durumdan hoşlanmadıklarını ve konunun karşı tarafını desteklediklerini gösteriyor. Yazarın duruşu açık ve iyi ifade edilmiş, bu da konuyla ilgili pozisyonlarını belirlemeyi kolaylaştırıyor."
 asgari ücret,-1,"Ben (en azından) asgari ücretin tarafındayım. Ama farklı bir konu gündeme getirmek istiyorum. Ne zamandan beri fırın kasiyerine bahşiş borçluyuz? Kahve baristasına? Tezgaha gittiğiniz, sipariş verdiğiniz, kendiniz aldığınız, kendi masanızı temizlediğiniz her yerin bir bahşiş kavanozu vardır. Kütüphaneciler için bahşiş kavanozlarımız olmalı mı? Bakkal kasiyerleri için? Ayakkabı satıcıları için? Bütün bunlar çılgınlık. İnsanlar ücret için çalışmalı ve işverenler onlara ödeme yapmalı. Bu, ürünün daha pahalı olması anlamına geliyorsa, onu tüketmek/satın almak konusunda bir seçeneğimiz var. Not: Benim de garsonluk günlerim oldu. Kızımın da öyle. Hiç ücret almıyorsanız bahşişlere bağımlı olduğunuzu anlıyorum ve ben restoranlarda bahşiş veriyorum. Ama bunun doğru bir sistem olduğunu düşünmüyorum."," Açıklama: Yazar, asgari ücretin lehine argümanlar sunarak, işçilere yaptıkları iş için adil bir şekilde ödeme yapılması gerektiğini ve işletmelerin onlara ödeme yapmaktan sorumlu olması gerektiğini belirtiyor. Yazar ayrıca, ücretlerin artırılmasının ürünlerin daha pahalı hale gelmesi anlamına gelmesi durumunda, bunun bir tüketiciler için bir seçenek. Yazar, işçilere ücret ödenmediğinde bahşiş vermenin gerekli olabileceğini kabul ediyor, ancak genel olarak bahşiş vermenin adil veya sürdürülebilir bir sistem olduğuna inanmıyorlar."
 göçmen,-1," Aslında, özellikle kolluk kuvvetleri için harika bir fikir. Çoğu yasadışı veya belgesiz insanın sahte isimler veya numaralarla elektronik hayaletler olarak var olduğu düşünüldüğünde, yabancı kaynaklı olsa bile gerçek bir kimlik setine sahip olmak, polise birinin tam olarak kim olduğu hakkında bilgi sağlamak için gereken gevşek ip olabilir. Polis daha sonra bir şüphelinin isteklerini ve arama emirlerini kontrol etmek için memleketine başvurabilir; her şeyden önce, hükümet artık bir isme, yüze ve parmak izine erişebileceğinden, belgesizlerin artık anonimliğin gölgesinde saklanmasına izin vermez. Bu harika bir fikir.","Açıklama: Yazar, belgesiz kişiler için uygun bir kimliklendirme sisteminin olması fikrini destekliyor gibi görünüyor. Polisin bu tür kişileri tespit edip izlemesinin faydalı olacağını savunuyorlar. Yazar ayrıca, mevcut hükümet sistemiyle belgesiz kişilerin artık anonimliğin gölgesinde saklanamayacağını belirtiyor. Bu, belgesiz kişiler, muhtemelen göçmenler için böyle bir kimliklendirme sisteminin uygulanmasına yönelik destekleyici bir duruş olduğunu gösteriyor."
 zararlı atmosfer eşcinsel,-1,"İsa eşcinsellik hakkında hiçbir şey söylemedi. Açıkça, onun için önemli bir konu değildi. Yazarın, Hristiyanlığın bir şekilde ""gerçek"" olan kozmik bir ""düzen"" içerdiği görüşüne saygı duyuyorum. Ayrıca, akıl hastası bir adamın eylemlerini bir partiye veya dini bir görüşe bağlamanın son derece haksız olduğu konusunda da haklı. Ancak hoşgörüsüzlük argümanını tersine çevirme klişesi saçma ve sağın bunu kullanmayı bırakmasını diliyorum. ""Bizim hoşgörüsüzlüğümüze karşı hoşgörüsüzsünüz!""e indirgeniyor. Özgürlüğü ve başkalarının özgürlüğünü sınırlama özgürlüğünü aynı nefeste vaaz edemezsiniz. Hristiyan Sağ, eşcinsellerin evlenme özgürlüğünü ellerinden almak istiyor. Bu, onların özel bir inancı değil, başkalarının özgürlüğünün gerçek bir ihlalidir. Sağ, özgürlüğü vaaz ettiğimi ancak insanların otomatik silah sahibi olma hakkını yasal olarak ellerinden almak istediğimi söyleyebilir. Buna, otomatik silahların Orlando'da kullanıldıkları amaç dışında bir işe yaramadığını, birçok insanın hayatını aynı anda almak için kullanıldığını söylüyorum. Bundan daha büyük bir özgürlük ihlali düşünülemez.","Açıklama: Yazar, Hristiyan Sağ'ın eşcinsel bireylerin evlenme özgürlüğünü ellerinden almak istediğini, bunun sadece onların kişisel inançları değil, aynı zamanda başkalarının özgürlüğüne gerçek bir ihlal olduğunu savunuyor. Yazar ayrıca otomatik silah sahibi olma hakkından da bahsediyor, bu da Hristiyan Sağ'ın bu özgürlüğü de sınırlamak istediğini ima ediyor. Genel ton, Hristiyan Sağ'ın eşcinsel evlilik konusundaki duruşuna ve genel olarak özgürlük konusundaki duruşuna karşıdır. Yazar, Hristiyan Sağ'ın görüşlerine karşı olduklarını vurgulamak için ironi ve abartı gibi retorik araçlar kullanıyor. ve silah taşıma hakkı (https Yazarın duruşu, Hıristiyan Sağ'ın eşcinsel evlilik konusundaki duruşuna ve özgürlük konusundaki duruşlarına açıkça karşıdır, çünkü bunların başkalarının haklarını ihlal ettiğini savunmaktadırlar. Yazarın iddiası, Hıristiyan Sağ'ın görüşlerinin gerçek özgürlükle uyuşmadığı ve özgürlük konusundaki duruşlarında ikiyüzlü olduklarıdır. Yazarın duruşu, argümanlarını desteklemek için güçlü bir dil ve örnekler kullanarak açık ve iyi ifade edilmiştir. Yazarın duruşu, Hıristiyan Sağ'ın eşcinsel evlilik konusundaki duruşuna ve özgürlük konusundaki duruşlarına karşıdır, çünkü bunların başkalarının haklarını ihlal ettiğini savunmaktadırlar. Yazarın iddiası, Hıristiyan Sağ'ın görüşlerinin gerçek özgürlükle uyuşmadığı ve özgürlük konusundaki duruşlarında ikiyüzlü olduklarıdır. Yazarın duruşu, argümanlarını desteklemek için güçlü bir dil ve örnekler kullanarak açık ve iyi ifade edilmiştir. Yazarın duruşu, Hıristiyan Sağ'ın eşcinsel evlilik konusundaki duruşuna ve özgürlük konusundaki duruşlarına karşıdır, çünkü bunların başkalarının haklarını ihlal ettiklerini ileri sürmektedir. Yazarın iddiası, Hristiyan Sağ'ın görüşlerinin gerçek özgürlükle uyuşmadığı ve özgürlük konusundaki duruşlarında ikiyüzlü olduklarıdır. Yazarın duruşu açık ve iyi ifade edilmiştir, argümanlarını desteklemek için güçlü bir dil ve örnekler kullanmıştır. Yazarın duruşu, Hristiyan Sağ'ın eşcinsel evlilik konusundaki duruşuna ve özgürlük konusundaki duruşlarına karşıdır, çünkü başkalarının haklarını ihlal ettiklerini ileri sürmektedirler. Yazarın iddiası, Hristiyan Sağ'ın görüşlerinin gerçek özgürlükle uyuşmadığı ve özgürlük konusundaki duruşlarında ikiyüzlü olduklarıdır. Yazarın duruşu açık ve iyi ifade edilmiştir"
 kumar,-1," Sermaye kazançları gerçek yatırımla sonuçlandığında, sermaye kazançlarını düşürmenin ulusumuz için ekonomik büyümeyi teşvik ettiği argümanı bir anlam ifade ediyordu. Ancak 21. yüzyılda sermaye kazançları daha çok kumar oynamaktan kaynaklanıyor. Mikro saniyeler içinde hisse senedi ticareti, saniyede binlerce hisse senedini çeviren elektronik ticaret, sadece bugüne veya sadece bu dakikalara bakmak, kazanç yatırım değildir. Bu tür faaliyetler uzun vadede iyi performans gösterecek şirketleri aramaya dayanmaz. Emeklilik fonlarının ve IRA'ların yönetimi bile öncelikle fonların artıp azalmasını umursamayan, sadece paylarını aldıklarında tahsil edilen ücretler için yapılır. Yani aslında sermaye kazançları vergi oranı düşürülmemeli veya ortadan kaldırılmamalıdır. Gasmbling paralarındaki aynı orana yükseltilmelidir, çünkü şu anda tam olarak aynıdır."," Açıklama: Yazar, sermaye kazançlarının 21. yüzyılda kumar oynamaya daha çok benzediği için azaltılmaması veya ortadan kaldırılmaması gerektiğini savunuyor. Yüksek frekanslı hisse senedi ticareti ve emeklilik fonları yönetimi gibi faaliyetlerin uzun vadeli performans gösteren şirketler bulmaya odaklanmadıkları için gerçek yatırımlar olmadığını iddia ediyorlar. Yazar, sermaye kazançlarının şu anda olduğu gibi kumar kazançlarıyla aynı oranda vergilendirilmemesi gerektiğini öne sürüyor. Bunun yerine, esasen aynı oldukları için daha yüksek bir oranda vergilendirilmeleri gerektiğini öne sürüyor. Duruş, sermaye kazançları vergilerinin azaltılmasına veya ortadan kaldırılmasına karşıdır."
 melez,1,"Volt'un mükemmel olmadığı açık olsa da, ilk hibritler duyurulduğunda bu sorunların çoğunun gündeme getirildiğini hatırlıyorum. Çok pahalı, değmez, yalnızca inatçı çevreciler bunları satın alır ve para kaybeder, vb. Ancak bugün yollardaki tüm hibritlere bakın. Ve maliyet düştü. Volt, otomobil sorunlarımıza cevap mı? Elbette hayır. Ancak belki de benzinin bir arabayı çalıştırmanın tek yolu olmadığını fark etmeye başlayarak, hidrojenle çalışan arabalara veya yakıt hücrelerine veya kim bilir belki de henüz var olmayan bir teknolojiye yol açacaktır. Daha fazla seçenek her zaman daha iyidir!","Açıklama: Yazar, Volt'un mükemmel şekilde desteklenmesine rağmen, hibrit araçların yollarının üzerindeki etkisine dikkat çekiyor. İlk hibritlerin kritik olduğu zamanlarda, şimdi yollardaki hibritlerin arttığını ve maliyetin düştüğünü belirtiyor. Yazar, hibrit otomobil sorunlarına tam bir çözüm bulunabileceğini, ancak belki de daha sürdürülebilir ve gelişmiş teknolojilere yönelik bir geçiş için bir adım olarak kabul edilebilir olduğunu düşünüyor. Bu nedenle, yazarların melezler arası uyumu olumlu bir durma sergiliyor. en.wikipedia.org/wiki/Plug-in_hybrid_vehicle#cite_note-25 en.wikipedia.org/wiki/Plug-in_hybrid_vehicle#cite_note-26"
 gelir vergisi toplamak,1," Gelir vergisi tahsildarları, vergilerini ödemeyi reddeden Yunanlılar tarafından tehdit ediliyorsa, ne umut var? Yunanlıların gelir vergilerini toplamaları gerekiyor. Bu, çok fazla borcu ödeyecek ve onları avroda tutacaktı.","Açıklama: Yazar, Yunanlıların gelir vergilerini ödemelerinin gerekli olduğunu, çünkü bunun borçlarını ödemelerine ve Avro Bölgesi'ndeki konumlarını korumalarına yardımcı olacağını ima ediyor. Yazar, gelir vergisi toplama fikrini destekliyor."
 Müslüman olmayan,1," Açıkça Müslüman veya İslami bir tarzda başörtüsü takan bir kadın gördüğümde, iğrenme olarak görülebilecek bir şeyle bakışlarımı kaçırırım. Kendi aptallıklarına veya başkalarına gönüllü olarak boyun eğen insanlarla hiçbir ilgim olmasını reddediyorum ve Bu aptallığın reklamı iğrenç, nokta.","Açıklama: Yazar, başörtüsünü Müslüman veya İslami bir tarzda takan kadınlara karşı iğrenme ve onaylamama ifade ediyor. Kendi aptallıklarına veya başkalarının aptallıklarına gönüllü olarak boyun eğen insanlarla herhangi bir ilgi veya ilişki kurmayı reddediyor ve bu aptallığın reklamının yapılmasını iğrenç buluyor. Yazar, başörtüsü takan Müslüman kadınlara karşı açıkça bir tutum sergiliyor çünkü onlara karşı hiçbir empati veya anlayış göstermiyor ve bunun yerine güçlü olumsuz duygular ifade ediyor."
 Kudüs,1,"Amaçlardan biri Yahudilik, Hristiyanlık ve İslam'ın kutsal mekanlarını korumaksa, İsrail'in bu alan üzerindeki hakimiyetini güçlendirmek en iyisi olacaktır. İsrail, Kudüs'ü korumak için varlıklara sahip bölgedeki tek istikrarlı, demokratik güçtür. Dolayısıyla, İsrail devletinin faydasına bakılmaksızın, Tel Aviv yerine Kudüs'te İsrail'e yabancı elçiliklerin olması dünya çıkarınadır.","Geçiş: Amaçlardan biri Yahudilik, Hıristiyanlık ve İslam'ın kutsal mekanlarını korumaksa, İsrail'in bu alan üzerindeki hakimiyetini en iyi şekilde sürdürmektir. İsrail, Kudüs'ü korumak için varlıkları korumak için bölgedeki tek partide demokratik güçtür. Böylelikle İsrail'in refahının artması, Tel Aviv'in yerine Kudüs'te İsrail'e yabancı elçiliklerin olması dünyadan uzaklaşmadır. Hedef: Kudüs Duruş: Destek Gerekçe: İsrail'in kutsal mekanlarını korumak için en iyi güç görüldüğüek, Kudüs'teki yabancı elçiliklerin olması dünyadan çıkarıldığı ifade edilmektedir. Bu, Kudüs'ün İsrail tarafından korunmasını ve yabancı ülkelerin piyasadaki rollerinin alınmasını desteklemiştir. ://www.nytimes.com/roomfordebate/2020/09/21/us/politics/defund-the-police/pros-and-cons-of-defunding-the-police ://www.nytimes.com/roomfordebate /2020/09/21/us/politics/defund-the-police/pros-and-cons-of-defunding-the-police The New York Times - Tartışmaya Yer Var: Polisi Fonlamayın: Artıları ve Eksileri Fonlamayı kesme tartışması polis, George Floyd'un ölümü ve ardından gelen protestoların ardından ivme kazandı. Bazıları, polis departmanlarından sosyal hizmetlere fonların yeniden tahsis edilmesinin şiddeti azaltabileceğini ve toplum ilişkilerini iyileştirebileceğini savunurken, diğerleri polisin fonlarının kesilmesinin toplumları daha savunmasız bırakacağına inanıyor suç. Burada, dört uzman polisin finansmanının kesilmesinin potansiyel faydaları ve dezavantajları hakkında fikir yürütüyor. Hedef: Polisin finansmanının kesilmesi Durum: Karşı Mantık: Yazar, polisin finansmanının kesilmesinin toplumları suça karşı daha savunmasız bırakacağını ve bu önerinin kamu güvenliğini ve toplum ilişkilerini iyileştirmek için uygulanabilir bir çözüm olmadığını öne sürüyor. The New York Times - Tartışmaya Yer Var : Polisi Finansmansızlaştırma: Artıları ve Eksileri Polisi finansmansızlaştırma tartışması, George Floyd'un ölümü ve ardından gelen protestoların ardından ivme kazandı. Bazıları, polis departmanlarından sosyal hizmetlere fon aktarmanın şiddeti azaltabileceğini ve toplum ilişkilerini iyileştirebileceğini savunurken, Diğerleri ise polisin finansmanının kesilmesinin toplulukları suça karşı daha savunmasız bırakacağına inanıyor. Burada, dört uzman polisin finansmanının kesilmesinin potansiyel faydaları ve dezavantajları hakkında fikir yürütüyor. Hedef: Polisin finansmanının kesilmesi Durum: Mantık İçin: Yazar, polis departmanlarından fonların yeniden tahsis edilmesinin Sosyal hizmetlere yönelik mali desteğin artırılmasının şiddeti azaltabileceği ve toplum ilişkilerini iyileştirebileceği, polisin mali kaynaklarının kesilmesinin suçun temel nedenlerini ele alma ve daha güvenli, daha eşitlikçi toplumlar yaratma yolunda bir adım olabileceği inancını ortaya koyuyor. New York Times - Tartışmaya Yer Var: Polisin Fonlarının Kesilmesi: Artıları ve Eksileri Polisin fonlarının kesilmesiyle ilgili tartışma,"
 polis,-1,"Nezaketle davranma alışkanlığı olan insanlar genellikle küçük suçlar işlemez ve başkalarının hayatlarına saygısızlık etmezler. Küçük suçları ve yaşam kalitesi yönetmeliklerini uygulayan polis çalışmaları, nezaketsiz davranışlara müsamaha gösterilmeyeceği mesajını verir. Kötü polis denetimi olan bölgelerdeki bazı insanlar, sıkıntı içinde yaşayan, günlük olarak suç davranışlarına maruz kalan ve hiçbir sonuç almadan hareket etmeye alışkın önemli sayıda insana maruz kalan çok sayıda insanla karakterize edilir. Bu tür bölgelerde en kötü davranan insanlar sonunda herkesin yaşam koşullarını belirler.","Açıklama: Bu pasaj, kaba davranışların olumsuz etkisini ve belirli bölgelerdeki polis kontrolünün eksikliğini ele alıyor. Bu, bu bölgelerdeki insanların günlük suçlara maruz kaldığını ve sonuçsuz hareket etmeye alışkın olduğunu ima ediyor. Yazar, en kötü davranışlı bireylerin nihayetinde bu bölgelerdeki herkesin yaşam koşullarını belirlediğini öne sürüyor. Hedef, ""polis"", kuralları etkili bir şekilde kontrol edememesi ve uygulayamaması nedeniyle eleştiriliyor ve bu da yaşam kalitesinin düşmesine yol açıyor. Yazar, polisin yetersiz yönetiminin neden olduğu sorunları ve bunun toplum üzerindeki sonuçlarını vurguladığı için, tutum polise karşıdır."
