Stance,Text
-1,@Ejderha Bodruma yeni devlet hastanesi yapılmaya başlandı 2019 da ancak ihaleyi alan şirket battığı için 1 sene bomboş durdu şimdilerde yeniden yapımına başlandı sayın cumhurbaşkanına soruyorum biz chpye oy verdiğimiz için mi bu hastanenin yapımı bu kadar uzun sürdü
-1,Lufthansa'daki grev uzatıldı
1,Uyku apnesine robotik cerrahili çözüm
-1,"Kariyeri boyunca 4 tanesi sağ, 2 tanesi sol dizinden olmak üzere 6 ameliyat geçirmiş 37'lik Baggio vs. İspanya Milli Takımı (2004-Dostluk Maçı)"
-1,@yenisafak Vatan haini hdp kapatılsın
-1,Küresel ekonominin belalısı 5 hastalık
-1,"Bir ülke düşünün, sokaktaki vatandaşın bile inanmadığı, bütün güvenirliğini kaybetmiş, İstatistik Kurumu'na göre bile atıl işsizlik oranı %25,8! Bu ülke nasıl kalkınır, gelir dağılımı nasıl düzelir? fırsat eşitliği nasıl sağlanır? gençler geleceğe ümitle nasıl bakar? #YeterBeUsta"
-1,@AylinNazliaka Cevap verin Kemal @kilicdarogluk Kardeşim Gökhan Arıcan millet vekiliniz olan Gamze Akkuş İlgezdinin makam aracında katledildi! Açıklama yapmasını beklerken Chp’li yetkililer bizi engellediler Kardeşim #GökhanArıcanınKatiliKim @gamzeakkusilgezdi @suleymansoylu @abdulhamitgul
-1,@GalatasaraySK şu koca kulübü sıradan yaptınız ya artık sizlere söleyecek laf kalmadı artık sözün bittiği yerde bu taraftar bilesiniz
-1,Turizmde son 10 yılın büyük düşüşü!
-1,@deryatwits Atatürk öldükten sonra CHP tarihinde değişen tek şey rakamlar olmuş. Acil Atatürk'ü CHP den kurtarmaklazım memleketin feraha ermesi için
-1,@Birgl19031 @tgrthabertv @Oguz_Altay @sabriugan @bulentuslu1903 @cemkucuk55 @ofunal @ahmetercanIar @PezekOzan @mtahirkum @kereminan__ besiktas sikeci degil TESCILLI SIKECI UNUTMA  BJK NIN YAPTIGI SIKELERI TESVIKLERI ARABALARI GS RAKIPLERINE VERDIGI TESVIKLERI HERKES BILIYOR AMA SUC DEGILMIS
-1,Bu heycan ne demek anlayamassiniz @fenerbahce @besiktas #KuraHeyecanıBets10da
-1,Organ naklinde Etik Kurul Onayı sorunsalı
-1,Bulaşıcı hastalıklar günümüzde de tehdit ediyor
1,Kur farkı devlete yaradı!
-1,"@siilaben Fenerbahçe ile 6alatasarayı kıyaslamak Fenerbahçemize ayıp etmek demek. Terör örgütü fetö ile iltisaklı bir kulüp olduğu söyleniyor. 6s taraftarının bir kısmının yazdıklarına bak kusarsın. Hukuk önünde aklanmış bir şike davası var, hala şikeci diyen orospu çocukları da var."
1,@Trabzonspor Helal olsun YAYLA UŞAKLARI #BİZİMCOCUKLAR
-1,S&amp;P Türkiye'nin ülke riskini yüksek risk düzeyine yükseltti
-1,"Ekonomi neden mi kötü? Bu kadar mafyanın,talanın olduğu bir düzene,yatırımcı olarak kim gelir? Yazık geleceğimizi nasıl çaldılar hem de nasıl. #SedatPeker"
-1,şikeci gördün mü dayanamıyor  #EranZahavi #Galatasaray #PSVvGS  https://t.co/cOaSZUF3Mv
-1,Canan Karatay meslekten men edildi mi?
1,"@drcetiner Hiçbir sağlıkçı ekonomi konuşmaz, siz de sağlık konuşmayıniz. Zaten o denenen aşılar ve ilaçlar olmasa muhtemelen çocukken herhangi bir hastalık yüzünden ölmüş ya da sakat kalmış olurdunuz! Sizce insanlık neden son zamanlara kadar ilerleyemedi? neden insan ömrü uzadı?"
-1,"Oyuncu Elçin Sangu, Türkiye de iktidarın aşı konusundaki yol haritasına ince bir göndermede bulundu. Sağlık Bakanı Fahrettin Koca nın dünkü açıklamalarının ardından bir Twitter kullanıcısının Acun Ilıcalı yı ülkeye çağırın, canlı yayın yapıp aşı parası toplayıp bizi aşılatsın. Başka çare kalmadı şeklindeki ironik paylaşımını alıntılayan gazeteci Makbule Cengiz, Yemin ederim benzer bir şeyi Haluk Levent yapar diye konuştuk bugün. Yani artık biz kendi aramızda para toplayıp halledeceğiz bari aşıyı getirin bir şekilde, yeter! diye yazdı. Elçin Sangu ise Cengiz in paylaşımına eleştirel bir tweetle destek verdi. Cengiz e, Aşıyı da bize kilitleyecekler matmazel yazan Sangu, devletin başarısız aşı politikasına göndermede bulundu. Sağlık Bakanı Fahrettin Koca, dün Bilim Kurulu toplantısının ardından yaptığı açıklamada aşı tedariğinde önümüzdeki 2 ay güçlük yaşanacağını söylemiş ve Sputnik V aşısından 6 ay içerisinde 50 milyon doz almak üzere anlaşma sağlandığını ifade etmişti. Koca ayrıca, BioNTech aşısının iki dozu arasındaki sürenin 6-8 hafta olarak uygulanmasına karar verildiğini bildirmişti. Açıklamanın ardından BioNTech aşılarının 2 nci dozu için alınan randevular ertelenmişti."
1,"Asgari ücret desteğinin istihdamın korunması konusunda önemli olduğunu belirten Malatya Ticaret ve Sanayi Odası (MTSO) Başkanı Oğuzhan Ata Sadıkoğlu, ""İşverenlerimiz, aradan 4 ayı aşkın zaman geçmesine rağmen 2021 yılı asgari ücret desteğinden faydalanamıyor. Desteğinin bir an önce başlamasını umut ediyoruz"" dedi. MTSO Başkanı Oğuzhan Ata Sadıkoğlu, işgücü maliyetlerinin aşağıya çekilmesi amacıyla 2016 yılında başlayıp 2020 yılının sonuna kadar devam eden asgari ücret desteğinin 2021 yılında da devamı konusunda belirsizliğin olduğunu söyledi. ""2021 yılında da devam edeceği açıklanmıştı"" 28 Aralık 2020 tarihinde 2021 yılı asgari ücretinin açıklandığı basın toplantısında 2021 yılında da asgari ücret desteğinin çalışan sayısı ayırımı yapılmaksızın tüm işyerleri için aylık 75 TL olarak devam edeceğinin açıkladığını hatırlatan Başkan Sadıkoğlu, ""Bir yılı aşkındır devam eden salgının işletmeler üzerinde oluşturduğu olumsuz etkiler dikkate alındığında, asgari ücret desteği tüm işletmeler için önem arz etmektedir. Geçmiş yıllardaki asgari ücret destekleri ile ilgili yasal düzenlemelere baktığımızda en geç Mart ayı içinde yasalaşmış olduğunu görüyoruz. 2021 yılı asgari ücreti ocak ayından itibaren yürürlüğe girmiş olmasına ve aradan 4 aydan fazla zaman geçmesine rağmen, 2021 yılı asgari ücret desteği ile ilgili yasal düzenleme yapılmamış olması işverenlerimiz açısından belirsizliğe neden olmaktadır. Sigorta primi teşvikinin ve asgari ücret desteğinin istihdamın korunması ve işsizliğin azaltılması konusunda ne denli önemli olduğunu bir kez daha belirmek isterim. İşverenlerimizi biraz olsun rahatlatacak olan 2021 yılı asgari ücret desteğinin bir an önce başlamasını umut ediyoruz"" dedi."
-1,"Cumhuriyet Halk Partisi (CHP) İstanbul Milletvekili Gürsel Tekin, mart ayı işsizlik rakamlarını açıklayan Türkiye İstatistik Kurumu'na (TÜİK) tepki gösterdi. Tekin, yaptığı yazılı açıklamada, ""TÜİK e göre ülkede işsizlik diye bir problem yok! Enflasyon yok! Soğan patates kuyruğu yok! İntihar eden kimse de yok! TÜİK'e bakarsan her şey güllük gülistanlık"" dedi. Tekin, ""Halkımız, rakamların büyük yalanlar söyleme marifetiyle çarpıtıldığını çok iyi biliyor. İstihdam rakamları içinde gösterilen, ücretsiz izin maaşı adı altında ayda 1077 liraya mahkum edilen 1 milyon 200 bin insan, gerçekte işsiz olduğunu bilmiyor mu sanıyorsunuz? Kısa çalışma ödeneğine mahkum edilen yaklaşık 3 buçuk milyon insanımızın çoğu işine geri dönebileceğine dair umudu olmadığı, hiç mi aklınıza gelmez? TÜİK her ne kadar verilere operasyon çekerek gerçek işsizliği gölgelemeye çalışsa da gerçek işsizliğin acı boyutu her gün daha çarpıcı hale geliyor"" ifadelerini kullandı. Tekin, Binlerce iş yeri kapanmış milyonlarca kişi işsiz kalmışken TÜİK in adeta şaka yaparmışçasına yayımladığı verilerin gerçeklik ile ilgilisi yoktur. TÜİK artık yurttaşlar nezdinde hiçbir itibarı olmayan bir kurum haline dönüşmüştür. İşin özeti artık yönetemiyorsunuz. Tüm bunlara dur demenin, Türk milletini sefaletin ve felaketin eşiğinden döndürmenin tek bir yolu var. O da erken seçim. İktidarın ve kurumların ülkeyi yönetmeye mecali kalmadığı ortada. Tek çare erken seçim dedi."
1,Kolon kanserinden korkmayın!
-1,@Mhdssrdr @ProfDemirtas @abdulahgokturk Bir kıskançlık mi sezdim sözü yazarak siz de siyaset yapmış oluyorsunuz ama.Yanlis Ekonomi politikalarını eleştirirken Papua Yeni gineyi mi elestirseydi yani.Paramiz bu kadar değer kaybetmiş ve kaybediyorken siz nasil dayanıyosunuz.Yazik yahu..
-1,@halacoglu_aksel @Appiah8888 @prensarroyo @alarErbay2 @nexustransfer efsane baskanim galatasaray sikeci de diyor
1,Arjantinli çiftçiye 250 milyon TL https://www.sozcu.com.tr/2021/ekonomi/arjantinli-ciftciye-250-milyon-tl-6421622/
-1,Pedofilinin temelinde istismar yatıyor
-1,ZAMANINDA TANJEVIC PİÇİ HEM FENEV HEM MILLI TAKIM ANTRENÖRU OLUNCA USULSUZ TRANSFER YAPINCA SES YOK ERGIN ATAMAN OLUNCA HEMEN ÇAMUR ATIN!!
-1,Bize yine cl size hüsran @Fenerbahce #ChampionsLeague #UCLdraw
-1,@fahrettinaltun @_LeYLaRTe_ Bu yüzden askeri gücümüz büyütülmeli.İsrail' i yok etmeğe gittiğinde Avrupa ve ABD'den gelecek saldırıları bertaraf etmeli.Gerçekten savaşmak istiyor musunuz?Emin misiniz çünkü şurda kapattı heryeri diye ortalığı yıktınız.Savaş anında petrol kesikecek tüm ihracat ekonomi duracak.
-1,@iyiparti @A_KABUKCUOGLU Sn. Veklim o halk millet önce gözlerine taktıkları at gözlüklerinden kurtulup sağını solunu görmeye başlaması lazım akp nin ne kadar işe yaramaz olduğunu 20 yıldır kendilerine verilen sözlerin tutulmadığını görmeleri lazım...
1,Barclays karını yüzde 92 artırdı
1,"Ayçiçek ekimi yapan çiftçileri ziyaret eden Cumhuriyet Halk Partisi (CHP) Tekirdağ Milletvekili Ziraat Yüksek Mühendisi Dr. İlhami Özcan Aygun, Ayçiçek üretimindeki ve ithalatındaki yaşanacak sıkıntıları değerlendirdi. #Ayçiçek #Tarım #CHP #Milletvekili"
1,#DöndümVeDedimKi bu Fenerbahçe türkiye ligine çok fazla...
-1,"Corona ile mücadele tedbirleri kapsamında, Türkiye genelinde 17 günlük tam kapanma sürecine geçildi. Bazı kişiler, bu süreyi geçirmek için memleketlerine ve tatil bölgelerine akın etti. Tıbbi Genetik Ana Bilim Dalı Başkanı Prof. Dr. Savlı, sonbaharda daha uzun kapanmak zorunda kalınabileceğini belirtti. Mutasyonların yapısını saptama sisteminde boşluk olduğunu kaydeden Savlı, Sonbaharda daha uzun kapanmak zorunda kalabiliriz çünkü mutasyonların yapısını saptama sistemimizde büyük boşluk var. Bu konuda bütün sorumluluk sınırlı sayıda imkanı olan bakanlığın halk sağlığı laboratuvarlarına bırakılmış durumda. Tek bir merkezin üzerine bu yükü bırakırsak ülkemizdeki mutasyon soyları şu andaki gibi karanlıkta kalır, nasıl bir düşmanla karşı karşıya olduğumuzu anlayamayız dedi. VİRÜS 20-25 MUTASYON TAŞIYAN BİRLEŞİK YAPIYLA ENFEKTE EDİYOR Başlangıçta birkaç mutasyondan söz ettiklerini söyleyen Savlı, Artık her virüs 20-25 mutasyon taşıyan birleşik bir yapıyla enfekte ediyor. Şu an aramızda dolaşan virüs soylarının dizilerini çok ayrıntılı bir şekilde taramazsak kiminle karşı karşıya olduğumuzu bilemeyiz ve sürece doğru müdahale edemeyiz. Ağır seyreden soylar, eski soyların yerini alabilir ve bizim haberimiz bile olmaz. Unutmayın ki ilk başladığımızda ortada İngiltere soyu yoktu. Şu an Türkiye, İngiliz soyu ile kaplanmış durumda ve ne yazık ki Güney Afrika soyunun ayak seslerini duyuyoruz diye konuştu. COVID-19 GENOM KONSORSİYUMU ÖNERİSİ Salgının kaderinin değiştirilmesi için Türk Covid-19 Konsorsiyumu kurulması gerektiğini belirten Prof. Dr. Savlı, şunları söyledi: Tekrar kapanmak istemiyorsak sürekli aynı cümleyi tekrarlamak gerekiyor; çünkü salgının kaderini değiştirecek en hassas cümlelerden biri bu; acilen bir Türk Covid-19 Genom Konsorsiyumu kurmak gerekiyor. Bizdeki yılda 3 bin 650 kişi dizileme hızımız çok yetersiz. İngiliz Covid-19 Genom Konsorsiyumu nun dizilediği sayının 440 bin kişiye ulaştığını düşünürsek, salgındaki en kritik noktalardan birini farkında olmadan nasıl hep birlikte gözden kaçırdığımızı görmüş oluruz. Türkiyenin çeşitli bölgelerinde insanları yoğun bakıma düşüren virüslerin haritaları çıkarılmadı. Hangi soyları temsil ettiklerini bilmiyoruz. Bu kadar geniş bir coğrafyayı da ancak birçok başka ülkede olduğu gibi genetik laboratuvarlarının birleştiği bir konsorsiyum analiz edebilir. MUTASYON DİZİLEMESİ YAPMANIN BAŞKA ALTERNATİFİ YOK Covid-19 ile ilgili dizi analizi yapılması gerektiğini vurgulayan Prof. Dr. Savlı, şöyle konuştu: Türkiye de cihaz kapasitesi ve yetişmiş insan gücü açısından çok iyi durumdayız. Virüsle mücadelede her şeyin bir alternatifi var; aşıların, ilaçların, kapanıp, açılma kararlarının hep alternatifleri var ama virüsü tanımak için yüksek sayıda dizi analizi yapmaya mecburuz, bunun bir alternatifi yok. Bu konuda bugün itibarıyla zayıf durumdayız. Bu 2 haftalık kapanma, aklımızı toplayıp organize olmak için iyimser bir başlangıç noktası yaratıyor. Genom merkezlerinin bir araya getirileceğini düşünüyorum. Şüpheli olguların, aşı olduğu halde aşının işe yaramadığı entübe olguların tümünde hemen ve mutlaka dizi analizi yapmak gerekiyor. Yoksa kısa sürede iş çığırından çıkabilir. ( DHA )"
-1,Dosya masrafını geri alacağım diye tuzağa düşmeyin!
-1,"Geçenlerde dangalağın birisi TUİK'in itibarından bahsediyordu. Lan bunu açıklayan kurumun itibarı mı kalır. Ne oldu yeni fabrikalar mı açıldı, Yeni şirketler mi kuruldu da herkes evdeyken işsizlik azaldı."
1,"Talip ÖZTÜRK GAZİANTEP - Gaziantep Büyükşehir Belediye Başkanı Fatma Şahin, şehrin büyük bir cazibe ve marka değeri olduğunu belirterek, Yeniden Gaziantep e gelme zamanının yeni bir nedeni var dedi. DÜNYA Gaziantep Temsilcisi Tekin Çiçek in sorularını yanıtlayan Fatma Şahin, pandemiden turizme, kadın projelerinden değişen siyaset alışkanlıklarına kadar birçok konuda önemli açıklamalarda bulundu. Pandemi döneminde vatandaşlarla iletişim kesintiye uğramadı diyen Şahin, pandemi öncesine kadar sık sık bir araya gelerek, sorunları yerinde dinleyip çözüm ürettikleri vatandaşlarla bu dönemde ev ziyaretleri ile iletişimi sağladıklarını söyledi. Pandemi ile birlikte bir araya gelme şartlarının değiştiğini anlatan Şahin, bu dönemde daha bireysel ziyaretler gerçekleştirdiklerini belirtti. Dünyanın zor bir dönemden geçip, küçüldüğü bu süreçte Gaziantep in büyüdüğünü aktaran Şahin, kentin sanayisinde gıda ve tekstilin ön plana çıktığını kaydetti. Gaziantep OSB de 200 bin kişinin istihdam edildiğini belirten Şahin, şehrin gıdaya dayalı sanayi ile hem kendi bölgesini hem de dünyayı doyurduğunu ifade ederek, şunları dile getirdi: Çünkü bereketli hilalin ortasındayız. Elimizde büyük potansiyel var. Gıda, tedarik zinciri açısından en önemli alan olduğu, şehrin sanayi altyapısı buna müsait olduğu için bu alan yoğun çalıştı. Pandemi olur olmaz maske kumaşını en hızlı üreten şehir olduk. Cumhurbaşkanımızın 140 ülkeye gönderdiği sağlık setinde Gaziantep te üretilen maske yer aldı. Biz de hemen kendi kumaşımızı aldık ve GASMEK lerimizde bunu ilk üreten belediye olduk. 15 günde 15 milyon maskeyi herkesin evine götürdük. Yine pandemi döneminde akıllı şehrin öneminin ortaya çıktığını aktaran Fatma Şahin, HES kodu olmadan tramvaya, otobüse yolcu bindirmeyen bir belediye olduklarını vurguladı. Diğer üç büyükşehrin bunu denediğini ancak başarılı olamadığını söyleyen Şahin, Dolayısıyla şehri sağlıklı, akıllı ve dirençli kılma noktasında teknolojiyi çok yoğun bir şekilde kullandık. Akıllı ulaşım ve akıllı şehrin altyapısını oluşturduk. E-belediyecilikten tutun şu anda benimşehrim sosyal ağını ilk kez oluşturan belediyeyiz. Bu çeşitliliği artıracak metodolojileri çoğalttık. Bu bize akıllı yönetişimin altyapısını getirdi. Pandemi elbette çok zor bir dönem ama biz bu sayede, Dert etme çare bul, her krizin fırsatları var bu fırsatları kullan ı öğrendik şeklinde konuştu. Fatma Şahin, insanların evlere kapandığı bu döneminde kadın ve çocuklara yönelik projeler geliştirdiklerini belirterek, onlara psikolojik destek sağladıklarını anlattı. Dijital kanallar üzerinden ailelerin bir günde ne yapması gerektiğini planladıklarını belirten Şahin, Eğer bir çocuk, kitap okumak istiyorsa dijital kütüphaneyi açtık. Ben okuyorum Gaziantep okuyor kampanyası ile kitap okunmasını teşvik ettik. Aile içi iletişimi, muhabbet ortamını artıracak çalışmalar yapıyoruz. İletişim kanallarını açtığınızda sorun yok. Sorun iletişimsizlik, konuşamamak. Bu tür çalışmaları devam ettirecek mekanizmaları çoğaltıyoruz. Aile içi iletişim, aile destek sistemimiz bizim en büyük gücümüz. O yüzden psikolojik destek isteyenler için psikologlarımız var. Onlar destekleri veriyorlar. Kurduğumuz aile destek merkezinde ergenlik psikolojisi desteği veriyor, aile içi çatışmaları önceleyecek kitaplar dağıtıyoruz. Söyleşiler yapıyoruz. Evlilik öncesi, evlilik sırası, eğer çatışma arttıysa boşanmayı en az zararla yönetecek yol ve yönetimi öğretecek şekilde aile destek merkezimizi de çalıştırıyoruz diye konuştu. 400 ürünün AB coğrafi işaretini almamız lazım Gaziantep baklavasının Avrupa Birliği nden (AB) coğrafi işaret alan ilk Türk ürünü olduğunu hatırlatan Fatma Şahin, kentin 400 ürününün AB den coğrafi işaret alması gerektiğini düşünüyor. O yüzden biz bir taraftan AB coğrafi işaret alan şehir olarak çalıştık. Bir taraftan da yaklaşık 150 ürünümüzü normal coğrafi işaretine başvurduk diye konuşan Şahin, şöyle devam etti: En son Araban Sarımsağı nı da gönderdik. AB açısında iyi pazar oluşturacak ürünleri alıyoruz ve onların pazar payını artırmak için başvuruyoruz. Bunlar bize üreticiden dünyanın öbür tarafındaki tüketiciye çok hızlı tanıtma ve pazarlama imkanı sunuyor. O yüzden bunu yapmaya devam edeceğiz. Coğrafi işaretler hem kendi ürünümüze sahip çıkma hem de network oluşturup pazar bulma açısından çok önemli. AB coğrafi işareti alınca Avrupa pazarına açılıyorsun. Sırf bu konuya bakan şube müdürlüğü kurduk. Hedefim metronun temelini atmak Yedi yıllık belediye başkanlığı döneminde en büyük başarılarını Düzbağ İçme Suyu, Panorama Müzesi, Kuzeyşehir ve ve Gaziray olarak sıralayan Şahin, En büyük hedefim metronun temelini atmak, bunu da başaracağım dedi. En büyük keşke sinin ise Suriye ile olan göç sorunu ve sınırdaki terör olayları olduğunu söyleyen Şahin, Keşkebu olaylar olmasaydı da Gaziantep milyonlarca insanın bir araya geldiği kültürel turizmi çok daha yüksek bir kent olabilseydi. Fransa ya 80 milyon turist gidiyorsa, bu olaylar nedeniyle güvenlik endişesi olmasaydı Gaziantep e de 50 milyon turist gelebilirdi ifadelerini kullandı. En büyük talep konut ihtiyacı Kentte en büyük talebin konut ihtiyacı olduğunu sözlerine ekleyen Şahin, şunları kaydetti: Kiralar yükseliyor. Sahada görüyorum. Çok fazla konut yapmamız lazım. Güneyşehir Projesi de başlıyor. Ağustos ta temel atılıyor. 15 milyon metrekare alan. Ama TOKİ nin ilk başlattığı evlerin sayısı 2 bin 500. Sosyal konutları TOKİ üzerinden yapıyoruz aorta gelir grubu için şu an yeni bir yöntem deniyoruz. Saha paylaşımı diye. Arsa maliyetlerini daha aşağı çekecek çalışma için İnşaat Müteahhitleri Derneği ile beraber çalışıyoruz. Rumkale ye Türkiye nin en büyük cam terası yapılıyor Turizmde en büyük hedeflerinin milyonlarca turisti Gaziantep e getirmek olduğunu anlatan Fatma Şahin, pandeminin turizmi olumsuz etkilediğini ifade etti. Şahin, konuyla ilgili şunları söyledi: Yeni bir dönem başlıyor. İnsanlar evlerinde kaldığı için dışarı çıkmak, gezmek, görmek, bir yerlere gitmek istiyor. Biz de yeniden Gaziantep e gelmesi için yeni tesisler oluşturuyoruz. Rumkale deki Türkiye nin en büyük cam terası iki ay sonra bitecek. Karkamış Antik Kenti nin üzeri kapatılıyor, kapıları yapılıyor. Bugün yeni hanlarımız restore ediliyor. Pekmez hanımız, sabun hanımız bittiği zaman pekmezimiz, sabunumuz yapılacak. Bu doğal ürünler satılacak. Kalenin içindeki galeri açıldı. Diyoruz ki, yeniden Gaziantep e gelmek için yeni nedenler var . İnsanların geldiğinde göreceği yeni tesisler var. Şehrin büyük bir cazibesi, marka değeri var. Şehre gelmek istiyorlar. Panorama Müzemiz şu anda Zeugma dan sonra en güzel müzemiz oldu. Dünyadaki en iyi panorama müzeleri arasında olduğu söyleniyor. Müzeler şehri Gaziantep teki müze sayısını her geçen gün artırıyoruz. Turizm çeşitlendi, gastronomi büyük bir pencere açtı ama artık yeşil şehir, yeşil ekonomi, tarım turizmi öne çıktı. Dokuz ilçede kadın kooperatifleri kurduk Pandemi ile birlikte dijitalleşmenin öne çıktığını belirten Belediye Başkanı Fatma Şahin, yerel ürünlerin dünyaya satışı konusunda çok ciddi bir çeşitlendirme yaptıklarını bildirdi. Vitamin deposu Gaziantep ürünlerinin pandemi ile daha önemli hale geldiğine dikkat çeken Şahin, Özellikle Gaziantep Tarım Okulu nda gastronomi lezzetini oluşturan ata tohumundan sertifikalı tohuma, sumak, alıç, içinde C, D vitamini, çinko ve magnezyum olan ve bütün ilçelerimizde üretimi yapılan Araban ın sarımsağı, Nizip in zeytini ve fıstığı, Oğuzeli nin narı, İslahiye ve Nurdağı nın biberi ve üzümü şu an çok daha önemli bir hale geldi. Bu ürünlerin satışının dijital ortamda çok hızlı yapılacağı mekanizmaları güçlendirdik. Bunun altyapısını oluşturduk diye konuştu. Bu ürünlerin genelde kadınlar tarafından üretildiğini vurgulayan Şahin, dokuz ilçede kadın kooperatifl eri kurarak, üretimi artırdıklarını bunun yanında her korona hastasına ve her sağlık çalışanına şifa paketi gönderdiklerini söyledi. Pandemi sonrası kanyon turizmi önem kazanacak Kültür ve turizm alanında pandemiden sonra yeni trend ne olacak sorusuna cevap aradıklarını ifade eden Fatma Şahin, karavan turizminin daha da önemli hale geleceğini düşünüyor. Hemen bu networke girdik. Çünkü bu şehirde karavan turizmine çok müsait alanlar var diyen Şahin, konuşla ilgili şöyle devam ediyor: Alleben Göleti nden Rumkale ye hemen aks oluşturduk. Sonra kanyon turizmi, doğa-doğallık, yerel yerindelik tam bize uygun. Hemen kanyon turizminin rotasını oluşturduk. Bunun çalışmasını yaptık. Şu anda Habeş Kanyonu nun büyük bir potansiyeli var ve kanyon turizmi yapmak isteyenlere büyük bir fırsat sunuyor. Yerin altı da yerin üstü de mağaralar da çok dikkat çekiyor. Bunların hepsi ile ilgili çalışıyoruz. Bir taraftan da hanlarımızı, hamamlarımızı restore ediyoruz. Bunların hepsine baktığınız zaman şehrin neden büyüdüğünü bu büyümenin bir tesadüf olmadığını görüyorsunuz. Dünya nereye gidiyor, biz hangi alana odaklanmalıyız sorusunun cevabıyla ilgili iyi çalıştığımız için bu şehrin potansiyelini en iyi şekilde değerlendireceğiz."
-1,Pereira ben sihirbaz değilim her maçı farklı kazanıcak değiliz demiş yalnız fener geldiğinden beri İran takımı hariç kimseye fark atamadı.s
-1,"@suleymansoylu Yazı yazmayı bilmeyen biri nasıl bakan olur ey ""güler yüzlü"" insanlar🤔"
-1,Özel sektörün borcu 206 milyar dolara yükseldi
-1,#FenerinMaçıVar Galatasaray muhabirleri net pis insanlardır 👎 https://t.co/IMCkPTPsUz
-1,Koca ülkeyi rezil ediyorsunuz Emek Hırsızları.. @Fenerbahce @12numaraorg https://twitter.com/SporFiX/status/637242952239194112…
-1,@CimbomGSaray_ şu adamın resmini ne koyup duryorsunz bütün moralmi alt üst ediyor vizyonsuz başkan bile dmeye dilim vermiyor @GalatasaraySK
-1,Bizim Avrupa Liginde ki grup Galatasarayın Ş.Liginde ki grubundan güçlü... Kim lan bu klübün cünübü...
-1,Antalya serbest bölge de bir fabrikada 1 ayda 40 kişide Korona virüs çıkıyor. Fabrika hala çalışıyor. Tam kapanmadan da muaf.!! #tamkapanma #virüs #salgın #chp #iyiparti #aşı #aşıyok
-1,Taner Yıldız'dan elektrik zammı açıklaması
-1,@Cimbom10linee BU MALLAR O DÖNEMDE BAŞKAN OLSALARDI ÖLE DERLERDİ KEİSN
1,"Selamlar,bayramın 3. gününde Fenerbahçe ve Beşiktaş’ın kazanmasını,Galatasaray’ın ise belasını bulmasını cenab-ı haktan niyaz ederim"
-1,"Hayattan soguttu bizi yonetim, bravo @GalatasaraySK"
-1,Istifa edin yüreksiz korkak insanlar! hüsran yaşatamazsınız bu taraftara! Burası GALATASARAY küçülerek ne elde edeceksiniz?@dursunozbek2015
-1,@keerem_0 @Trabzonspor Hazırlık maçlarında taraftara şirin gözükmek için 3 Lig takımları ile yapan şikeci taraftar geldi 😅
1,Siemens karını yüzde 89 artırdı
1,Tuz sektörünün cirosu yüzde 10 büyüdü
-1,"20 yıl önceki hale geri götürdünüz bizi. Ekonomi bitti. Eğitim sistemi bitti yerin dibine girdi. Hukuk sisteminin başı sağ olsun. Yolsuzluk, eşitsizlik zirveye oynuyor. Dış politika başarısız. Ülkede refah seviyesi yerlerde. Ama hala iyiyiz,güçlüyüz. #BosYapmaYemiyoruz"
1,Kuruyemiş zammı yemiş
-1,"Yeter bu rezillik 👎 Yeter bu bizim yaşadığımız stres 👊🏻 Yeter yeter artık rahat,keyifli bir futbol izlemek istiyoruz. Bu kadar basit değil Fenerbahçe ruhu denen bir şey kalmamış #erolbulut @Fenerbahce @AbdulkerimDrmz_ #AliKoc #EmreBelozoglu #FBvGOEZ https://t.co/bsEwlKU7sM"
-1,İşsizlik çoğalmış eve ekmek götürmeyen intihar ediyor eğitim berbat hastane randevu almak için bekleyerek ölüyorsun insanlar a biraz kırıntı verildiği zaman her şeyi unutuyor lar bu yüzden Türkiye de eşit yaşamayı unutun herkes çıkarı uğruna yaşıyor o yaşarken birileri ölüyor 🙄
-1,@Fenerbahce Ya bu kaçıncı 👊🏻 Artık ne sabrımız kaldı nede sıkacak dişimiz 👎 Bir maçıda diken üstünde seyretmeyelim yeter artık .
-1,@Kosifoglu61 @Trabzonspor Ne diyin sen şikeci hamsi  https://t.co/wybRy6rOcX
-1,Memur greve gidiyor
1,Petkim'in karı ilk çeyrekte yüzde 195 arttı
-1,"""Devlet Bahçeli"" İnsanlığın yüz karası..."
-1,Acınızı anlıyorum ama benim kırk gün elim iş tutmadı. Yazamadım hasta muayene ederken bile ağlıyordum. Bazen canım hastalarım ilacı boşver diye oturup beni teselli edip gidiyorlardı.
1,Sadece profilinde #Galatasaray yazdığı için takip ettiğim kişiler var.
-1,@b_ysabri Ya oglum saka misin la ekmegi banarak yemek ne bileyim ovunulecek biset degil bende banarak yiyorum da sarap icen yikamaz ne yikmasin zaten secimle gelen secimle gitsin arkadas ve ben ekonomi berbat artik tencere mutfak donmuyor diye oy vermeyecegim
1,Ben Mansur Yavaşa şiir yazdım; Seni çok seviyoruz Mansur Yavaş Mansur Yavaş seni çok seviyoruz be.. Teşekkürler..✍️ @mansuryavas06
